date,county,diseases,diagnosis,species,disease_value
2021-04-01,Wajir,Brucellosis,Clinically confirmed,Human,19
2021-04-01,Wajir,Brucellosis,Lab confirmed,Human,573
2021-04-01,West Pokot,Brucellosis,Clinically confirmed,Human,585
2021-04-01,West Pokot,Brucellosis,Lab confirmed,Human,2582
2021-05-01,Baringo,Brucellosis,Clinically confirmed,Human,417
2021-05-01,Baringo,Brucellosis,Lab confirmed,Human,1236
2021-05-01,Bomet,Brucellosis,Clinically confirmed,Human,130
2021-05-01,Bomet,Anthrax,Clinically confirmed,Human,2
2021-05-01,Bomet,Brucellosis,Lab confirmed,Human,808
2021-05-01,Bungoma,Brucellosis,Clinically confirmed,Human,1021
2021-05-01,Bungoma,Brucellosis,Lab confirmed,Human,4630
2021-05-01,Busia,Brucellosis,Clinically confirmed,Human,71
2021-05-01,Busia,Brucellosis,Lab confirmed,Human,505
2021-05-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,499
2021-05-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1429
2021-05-01,Embu,Brucellosis,Clinically confirmed,Human,65
2021-05-01,Embu,Brucellosis,Lab confirmed,Human,536
2021-05-01,Garissa,Brucellosis,Clinically confirmed,Human,54
2021-05-01,Garissa,Brucellosis,Lab confirmed,Human,527
2021-05-01,Homa Bay,Brucellosis,Clinically confirmed,Human,230
2021-05-01,Homa Bay,Anthrax,Clinically confirmed,Human,11
2021-05-01,Homa Bay,Brucellosis,Lab confirmed,Human,1138
2021-05-01,Isiolo,Brucellosis,Clinically confirmed,Human,144
2021-05-01,Isiolo,Brucellosis,Lab confirmed,Human,674
2021-05-01,Kajiado,Brucellosis,Clinically confirmed,Human,270
2021-05-01,Kajiado,Brucellosis,Lab confirmed,Human,834
2021-05-01,Kakamega,Brucellosis,Clinically confirmed,Human,159
2021-05-01,Kakamega,Brucellosis,Lab confirmed,Human,802
2021-05-01,Kericho,Brucellosis,Clinically confirmed,Human,348
2021-05-01,Kericho,Brucellosis,Lab confirmed,Human,1719
2021-05-01,Kiambu,Brucellosis,Clinically confirmed,Human,73
2021-05-01,Kiambu,Brucellosis,Lab confirmed,Human,434
2021-05-01,Kilifi,Brucellosis,Clinically confirmed,Human,29
2021-05-01,Kilifi,Anthrax,Clinically confirmed,Human,1
2021-05-01,Kilifi,Brucellosis,Lab confirmed,Human,128
2021-05-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,4
2021-05-01,Kirinyaga,Brucellosis,Lab confirmed,Human,125
2021-05-01,Kisii,Brucellosis,Clinically confirmed,Human,541
2021-05-01,Kisii,Brucellosis,Lab confirmed,Human,3447
2021-05-01,Kisumu,Brucellosis,Clinically confirmed,Human,178
2021-05-01,Kisumu,Anthrax,Clinically confirmed,Human,550
2021-05-01,Kisumu,Brucellosis,Lab confirmed,Human,748
2021-05-01,Kitui,Brucellosis,Clinically confirmed,Human,206
2021-05-01,Kitui,Brucellosis,Lab confirmed,Human,729
2021-05-01,Kwale,Brucellosis,Clinically confirmed,Human,116
2021-05-01,Kwale,Brucellosis,Lab confirmed,Human,16
2021-05-01,Laikipia,Brucellosis,Clinically confirmed,Human,111
2021-05-01,Laikipia,Brucellosis,Lab confirmed,Human,224
2021-05-01,Lamu,Brucellosis,Clinically confirmed,Human,2
2021-05-01,Lamu,Brucellosis,Lab confirmed,Human,12
2021-05-01,Machakos,Brucellosis,Clinically confirmed,Human,71
2021-05-01,Machakos,Brucellosis,Lab confirmed,Human,300
2021-05-01,Makueni,Brucellosis,Clinically confirmed,Human,27
2021-05-01,Makueni,Brucellosis,Lab confirmed,Human,279
2021-05-01,Mandera,Brucellosis,Clinically confirmed,Human,45
2021-05-01,Mandera,Anthrax,Clinically confirmed,Human,1
2021-05-01,Mandera,Brucellosis,Lab confirmed,Human,296
2021-05-01,Marsabit,Brucellosis,Clinically confirmed,Human,299
2021-05-01,Marsabit,Brucellosis,Lab confirmed,Human,469
2021-05-01,Meru,Brucellosis,Clinically confirmed,Human,96
2021-05-01,Meru,Anthrax,Clinically confirmed,Human,33
2021-05-01,Meru,Brucellosis,Lab confirmed,Human,98
2021-05-01,Migori,Brucellosis,Clinically confirmed,Human,373
2021-05-01,Migori,Brucellosis,Lab confirmed,Human,2243
2021-05-01,Mombasa,Brucellosis,Clinically confirmed,Human,1
2021-05-01,Mombasa,Anthrax,Clinically confirmed,Human,2
2021-05-01,Mombasa,Brucellosis,Lab confirmed,Human,24
2021-05-01,Murang'a,Brucellosis,Clinically confirmed,Human,4
2021-05-01,Murang'a,Anthrax,Clinically confirmed,Human,7
2021-05-01,Murang'a,Brucellosis,Lab confirmed,Human,91
2021-05-01,Nairobi,Brucellosis,Clinically confirmed,Human,193
2021-05-01,Nairobi,Brucellosis,Lab confirmed,Human,806
2021-05-01,Nakuru,Brucellosis,Clinically confirmed,Human,647
2021-05-01,Nakuru,Rvf,Clinically confirmed,Human,5
2021-05-01,Nakuru,Brucellosis,Lab confirmed,Human,2419
2021-05-01,Nandi,Brucellosis,Clinically confirmed,Human,456
2021-05-01,Nandi,Anthrax,Clinically confirmed,Human,3
2021-05-01,Nandi,Brucellosis,Lab confirmed,Human,1230
2021-05-01,Narok,Brucellosis,Clinically confirmed,Human,633
2021-05-01,Narok,Brucellosis,Lab confirmed,Human,1652
2021-05-01,Nyamira,Brucellosis,Clinically confirmed,Human,282
2021-05-01,Nyamira,Brucellosis,Lab confirmed,Human,600
2021-05-01,Nyandarua,Brucellosis,Clinically confirmed,Human,113
2021-05-01,Nyandarua,Brucellosis,Lab confirmed,Human,533
2021-05-01,Nyeri,Brucellosis,Clinically confirmed,Human,12
2021-05-01,Nyeri,Brucellosis,Lab confirmed,Human,97
2021-05-01,Samburu,Brucellosis,Clinically confirmed,Human,76
2021-05-01,Samburu,Brucellosis,Lab confirmed,Human,310
2021-05-01,Siaya,Brucellosis,Clinically confirmed,Human,68
2021-05-01,Siaya,Brucellosis,Lab confirmed,Human,455
2021-05-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,3
2021-05-01,Taita Taveta,Brucellosis,Lab confirmed,Human,59
2021-05-01,Tana River,Brucellosis,Clinically confirmed,Human,19
2021-05-01,Tana River,Brucellosis,Lab confirmed,Human,72
2021-05-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,137
2021-05-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,642
2021-05-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,531
2021-05-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2445
2021-05-01,Turkana,Brucellosis,Clinically confirmed,Human,287
2021-05-01,Turkana,Rvf,Clinically confirmed,Human,3
2021-05-01,Turkana,Anthrax,Clinically confirmed,Human,1
2021-05-01,Turkana,Brucellosis,Lab confirmed,Human,915
2021-05-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,371
2021-05-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1618
2021-05-01,Vihiga,Brucellosis,Clinically confirmed,Human,40
2021-05-01,Vihiga,Brucellosis,Lab confirmed,Human,557
2021-05-01,Wajir,Brucellosis,Clinically confirmed,Human,51
2021-05-01,Wajir,Brucellosis,Lab confirmed,Human,334
2021-05-01,West Pokot,Brucellosis,Clinically confirmed,Human,659
2021-05-01,West Pokot,Brucellosis,Lab confirmed,Human,2896
2021-06-01,Baringo,Brucellosis,Clinically confirmed,Human,462
2021-06-01,Baringo,Brucellosis,Lab confirmed,Human,1256
2021-06-01,Bomet,Brucellosis,Clinically confirmed,Human,98
2021-06-01,Bomet,Brucellosis,Lab confirmed,Human,1109
2021-06-01,Bungoma,Brucellosis,Clinically confirmed,Human,771
2021-06-01,Bungoma,Brucellosis,Lab confirmed,Human,4423
2021-06-01,Busia,Brucellosis,Clinically confirmed,Human,88
2021-06-01,Busia,Brucellosis,Lab confirmed,Human,557
2021-06-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,640
2021-06-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1553
2021-06-01,Embu,Brucellosis,Clinically confirmed,Human,35
2021-06-01,Embu,Brucellosis,Lab confirmed,Human,773
2021-06-01,Garissa,Brucellosis,Clinically confirmed,Human,121
2021-06-01,Garissa,Brucellosis,Lab confirmed,Human,637
2021-06-01,Homa Bay,Brucellosis,Clinically confirmed,Human,195
2021-06-01,Homa Bay,Brucellosis,Lab confirmed,Human,796
2021-06-01,Isiolo,Brucellosis,Clinically confirmed,Human,108
2021-06-01,Isiolo,Brucellosis,Lab confirmed,Human,789
2021-06-01,Kajiado,Brucellosis,Clinically confirmed,Human,248
2021-06-01,Kajiado,Brucellosis,Lab confirmed,Human,968
2021-06-01,Kakamega,Brucellosis,Clinically confirmed,Human,205
2021-06-01,Kakamega,Brucellosis,Lab confirmed,Human,743
2021-06-01,Kericho,Brucellosis,Clinically confirmed,Human,397
2021-06-01,Kericho,Brucellosis,Lab confirmed,Human,1852
2021-06-01,Kiambu,Brucellosis,Clinically confirmed,Human,60
2021-06-01,Kiambu,Brucellosis,Lab confirmed,Human,617
2021-06-01,Kilifi,Brucellosis,Clinically confirmed,Human,32
2021-06-01,Kilifi,Brucellosis,Lab confirmed,Human,63
2021-06-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,19
2021-06-01,Kirinyaga,Anthrax,Clinically confirmed,Human,2
2021-06-01,Kirinyaga,Brucellosis,Lab confirmed,Human,111
2021-06-01,Kisii,Brucellosis,Clinically confirmed,Human,765
2021-06-01,Kisii,Brucellosis,Lab confirmed,Human,3291
2021-06-01,Kisumu,Brucellosis,Clinically confirmed,Human,60
2021-06-01,Kisumu,Anthrax,Clinically confirmed,Human,17
2021-06-01,Kisumu,Brucellosis,Lab confirmed,Human,897
2021-06-01,Kitui,Brucellosis,Clinically confirmed,Human,178
2021-06-01,Kitui,Brucellosis,Lab confirmed,Human,665
2021-06-01,Kwale,Brucellosis,Clinically confirmed,Human,126
2021-06-01,Kwale,Brucellosis,Lab confirmed,Human,22
2021-06-01,Laikipia,Brucellosis,Clinically confirmed,Human,125
2021-06-01,Laikipia,Brucellosis,Lab confirmed,Human,116
2021-06-01,Lamu,Brucellosis,Clinically confirmed,Human,2
2021-06-01,Lamu,Brucellosis,Lab confirmed,Human,9
2021-06-01,Machakos,Brucellosis,Clinically confirmed,Human,91
2021-06-01,Machakos,Anthrax,Clinically confirmed,Human,1
2021-06-01,Machakos,Brucellosis,Lab confirmed,Human,428
2021-06-01,Makueni,Brucellosis,Clinically confirmed,Human,9
2021-06-01,Makueni,Brucellosis,Lab confirmed,Human,225
2021-06-01,Mandera,Brucellosis,Clinically confirmed,Human,104
2021-06-01,Mandera,Brucellosis,Lab confirmed,Human,352
2021-06-01,Marsabit,Brucellosis,Clinically confirmed,Human,238
2021-06-01,Marsabit,Brucellosis,Lab confirmed,Human,441
2021-06-01,Meru,Brucellosis,Clinically confirmed,Human,77
2021-06-01,Meru,Anthrax,Clinically confirmed,Human,56
2021-06-01,Meru,Brucellosis,Lab confirmed,Human,153
2021-06-01,Migori,Brucellosis,Clinically confirmed,Human,405
2021-06-01,Migori,Brucellosis,Lab confirmed,Human,1599
2021-06-01,Mombasa,Brucellosis,Clinically confirmed,Human,9
2021-06-01,Mombasa,Anthrax,Clinically confirmed,Human,2
2021-06-01,Mombasa,Brucellosis,Lab confirmed,Human,328
2021-06-01,Murang'a,Brucellosis,Clinically confirmed,Human,21
2021-06-01,Murang'a,Brucellosis,Lab confirmed,Human,65
2021-06-01,Nairobi,Brucellosis,Clinically confirmed,Human,213
2021-06-01,Nairobi,Anthrax,Clinically confirmed,Human,3
2021-06-01,Nairobi,Brucellosis,Lab confirmed,Human,1107
2021-06-01,Nakuru,Brucellosis,Clinically confirmed,Human,830
2021-06-01,Nakuru,Brucellosis,Lab confirmed,Human,2753
2021-06-01,Nandi,Brucellosis,Clinically confirmed,Human,642
2021-06-01,Nandi,Brucellosis,Lab confirmed,Human,1580
2021-06-01,Narok,Brucellosis,Clinically confirmed,Human,705
2021-06-01,Narok,Anthrax,Clinically confirmed,Human,4
2021-06-01,Narok,Brucellosis,Lab confirmed,Human,1898
2021-06-01,Nyamira,Brucellosis,Clinically confirmed,Human,226
2021-06-01,Nyamira,Brucellosis,Lab confirmed,Human,777
2021-06-01,Nyandarua,Brucellosis,Clinically confirmed,Human,96
2021-06-01,Nyandarua,Brucellosis,Lab confirmed,Human,659
2021-06-01,Nyeri,Brucellosis,Clinically confirmed,Human,17
2021-06-01,Nyeri,Rvf,Clinically confirmed,Human,6
2021-06-01,Nyeri,Anthrax,Clinically confirmed,Human,20
2021-06-01,Nyeri,Brucellosis,Lab confirmed,Human,68
2021-06-01,Samburu,Brucellosis,Clinically confirmed,Human,67
2021-06-01,Samburu,Brucellosis,Lab confirmed,Human,399
2021-06-01,Siaya,Brucellosis,Clinically confirmed,Human,91
2021-06-01,Siaya,Anthrax,Clinically confirmed,Human,3
2021-06-01,Siaya,Brucellosis,Lab confirmed,Human,382
2021-06-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,4
2021-06-01,Taita Taveta,Brucellosis,Lab confirmed,Human,72
2021-06-01,Tana River,Brucellosis,Clinically confirmed,Human,6
2021-06-01,Tana River,Anthrax,Clinically confirmed,Human,2
2021-06-01,Tana River,Brucellosis,Lab confirmed,Human,39
2021-06-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,179
2021-06-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,676
2021-06-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,561
2021-06-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2673
2021-06-01,Turkana,Brucellosis,Clinically confirmed,Human,238
2021-06-01,Turkana,Brucellosis,Lab confirmed,Human,1058
2021-06-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,513
2021-06-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1802
2021-06-01,Vihiga,Brucellosis,Clinically confirmed,Human,55
2021-06-01,Vihiga,Brucellosis,Lab confirmed,Human,421
2021-06-01,Wajir,Brucellosis,Clinically confirmed,Human,25
2021-06-01,Wajir,Brucellosis,Lab confirmed,Human,474
2021-06-01,West Pokot,Brucellosis,Clinically confirmed,Human,586
2021-06-01,West Pokot,Brucellosis,Lab confirmed,Human,3509
2021-07-01,Baringo,Brucellosis,Clinically confirmed,Human,411
2021-07-01,Baringo,Brucellosis,Lab confirmed,Human,1429
2021-07-01,Bomet,Brucellosis,Clinically confirmed,Human,377
2021-07-01,Bomet,Anthrax,Clinically confirmed,Human,2
2021-07-01,Bomet,Brucellosis,Lab confirmed,Human,700
2021-07-01,Bungoma,Brucellosis,Clinically confirmed,Human,789
2021-07-01,Bungoma,Brucellosis,Lab confirmed,Human,3745
2021-07-01,Busia,Brucellosis,Clinically confirmed,Human,95
2021-07-01,Busia,Brucellosis,Lab confirmed,Human,513
2021-07-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,377
2021-07-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1462
2021-07-01,Embu,Brucellosis,Clinically confirmed,Human,36
2021-07-01,Embu,Brucellosis,Lab confirmed,Human,475
2021-07-01,Garissa,Brucellosis,Clinically confirmed,Human,74
2021-07-01,Garissa,Brucellosis,Lab confirmed,Human,451
2021-07-01,Homa Bay,Brucellosis,Clinically confirmed,Human,208
2021-07-01,Homa Bay,Anthrax,Clinically confirmed,Human,2
2021-07-01,Homa Bay,Brucellosis,Lab confirmed,Human,1023
2021-07-01,Isiolo,Brucellosis,Clinically confirmed,Human,153
2021-07-01,Isiolo,Brucellosis,Lab confirmed,Human,478
2021-07-01,Kajiado,Brucellosis,Clinically confirmed,Human,251
2021-07-01,Kajiado,Brucellosis,Lab confirmed,Human,927
2021-07-01,Kakamega,Brucellosis,Clinically confirmed,Human,176
2021-07-01,Kakamega,Brucellosis,Lab confirmed,Human,756
2021-07-01,Kericho,Brucellosis,Clinically confirmed,Human,301
2021-07-01,Kericho,Brucellosis,Lab confirmed,Human,1440
2021-07-01,Kiambu,Brucellosis,Clinically confirmed,Human,56
2021-07-01,Kiambu,Rvf,Clinically confirmed,Human,1
2021-07-01,Kiambu,Brucellosis,Lab confirmed,Human,669
2021-07-01,Kilifi,Brucellosis,Clinically confirmed,Human,70
2021-07-01,Kilifi,Anthrax,Clinically confirmed,Human,1
2021-07-01,Kilifi,Brucellosis,Lab confirmed,Human,75
2021-07-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,3
2021-07-01,Kirinyaga,Brucellosis,Lab confirmed,Human,73
2021-07-01,Kisii,Brucellosis,Clinically confirmed,Human,589
2021-07-01,Kisii,Brucellosis,Lab confirmed,Human,3429
2021-07-01,Kisumu,Brucellosis,Clinically confirmed,Human,115
2021-07-01,Kisumu,Anthrax,Clinically confirmed,Human,2
2021-07-01,Kisumu,Brucellosis,Lab confirmed,Human,965
2021-07-01,Kitui,Brucellosis,Clinically confirmed,Human,124
2021-07-01,Kitui,Brucellosis,Lab confirmed,Human,793
2021-07-01,Kwale,Brucellosis,Clinically confirmed,Human,26
2021-07-01,Kwale,Brucellosis,Lab confirmed,Human,1
2021-07-01,Laikipia,Brucellosis,Clinically confirmed,Human,120
2021-07-01,Laikipia,Brucellosis,Lab confirmed,Human,198
2021-07-01,Lamu,Brucellosis,Clinically confirmed,Human,2
2021-07-01,Lamu,Brucellosis,Lab confirmed,Human,8
2021-07-01,Machakos,Brucellosis,Clinically confirmed,Human,104
2021-07-01,Machakos,Brucellosis,Lab confirmed,Human,435
2021-07-01,Makueni,Brucellosis,Clinically confirmed,Human,20
2021-07-01,Makueni,Brucellosis,Lab confirmed,Human,275
2021-07-01,Mandera,Brucellosis,Clinically confirmed,Human,67
2021-07-01,Mandera,Brucellosis,Lab confirmed,Human,460
2021-07-01,Marsabit,Brucellosis,Clinically confirmed,Human,272
2021-07-01,Marsabit,Brucellosis,Lab confirmed,Human,425
2021-07-01,Meru,Brucellosis,Clinically confirmed,Human,114
2021-07-01,Meru,Brucellosis,Lab confirmed,Human,381
2021-07-01,Migori,Brucellosis,Clinically confirmed,Human,447
2021-07-01,Migori,Anthrax,Clinically confirmed,Human,1
2021-07-01,Migori,Brucellosis,Lab confirmed,Human,1551
2021-07-01,Mombasa,Brucellosis,Clinically confirmed,Human,5
2021-07-01,Mombasa,Anthrax,Clinically confirmed,Human,2
2021-07-01,Mombasa,Brucellosis,Lab confirmed,Human,23
2021-07-01,Murang'a,Brucellosis,Clinically confirmed,Human,11
2021-07-01,Murang'a,Brucellosis,Lab confirmed,Human,93
2021-07-01,Nairobi,Brucellosis,Clinically confirmed,Human,247
2021-07-01,Nairobi,Rvf,Clinically confirmed,Human,1
2021-07-01,Nairobi,Brucellosis,Lab confirmed,Human,1052
2021-07-01,Nakuru,Brucellosis,Clinically confirmed,Human,605
2021-07-01,Nakuru,Anthrax,Clinically confirmed,Human,2
2021-07-01,Nakuru,Brucellosis,Lab confirmed,Human,2331
2021-07-01,Nandi,Brucellosis,Clinically confirmed,Human,644
2021-07-01,Nandi,Brucellosis,Lab confirmed,Human,1397
2021-07-01,Narok,Brucellosis,Clinically confirmed,Human,525
2021-07-01,Narok,Anthrax,Clinically confirmed,Human,10
2021-07-01,Narok,Brucellosis,Lab confirmed,Human,1697
2021-07-01,Nyamira,Brucellosis,Clinically confirmed,Human,122
2021-07-01,Nyamira,Brucellosis,Lab confirmed,Human,765
2021-07-01,Nyandarua,Brucellosis,Clinically confirmed,Human,120
2021-07-01,Nyandarua,Brucellosis,Lab confirmed,Human,638
2021-07-01,Nyeri,Brucellosis,Clinically confirmed,Human,8
2021-07-01,Nyeri,Brucellosis,Lab confirmed,Human,146
2021-07-01,Samburu,Brucellosis,Clinically confirmed,Human,106
2021-07-01,Samburu,Brucellosis,Lab confirmed,Human,392
2021-07-01,Siaya,Brucellosis,Clinically confirmed,Human,81
2021-07-01,Siaya,Brucellosis,Lab confirmed,Human,301
2021-07-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,2
2021-07-01,Taita Taveta,Brucellosis,Lab confirmed,Human,113
2021-07-01,Tana River,Brucellosis,Clinically confirmed,Human,26
2021-07-01,Tana River,Anthrax,Clinically confirmed,Human,18
2021-07-01,Tana River,Brucellosis,Lab confirmed,Human,103
2021-07-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,158
2021-07-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,674
2021-07-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,427
2021-07-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2129
2021-07-01,Turkana,Brucellosis,Clinically confirmed,Human,229
2021-07-01,Turkana,Brucellosis,Lab confirmed,Human,851
2021-07-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,508
2021-07-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1531
2021-07-01,Vihiga,Brucellosis,Clinically confirmed,Human,74
2021-07-01,Vihiga,Brucellosis,Lab confirmed,Human,459
2021-07-01,Wajir,Brucellosis,Clinically confirmed,Human,29
2021-07-01,Wajir,Brucellosis,Lab confirmed,Human,540
2021-07-01,West Pokot,Brucellosis,Clinically confirmed,Human,905
2021-07-01,West Pokot,Brucellosis,Lab confirmed,Human,3671
2021-08-01,Baringo,Brucellosis,Clinically confirmed,Human,398
2021-08-01,Baringo,Anthrax,Clinically confirmed,Human,39
2021-08-01,Baringo,Brucellosis,Lab confirmed,Human,1566
2021-08-01,Bomet,Brucellosis,Clinically confirmed,Human,69
2021-08-01,Bomet,Brucellosis,Lab confirmed,Human,644
2021-08-01,Bungoma,Brucellosis,Clinically confirmed,Human,724
2021-08-01,Bungoma,Anthrax,Clinically confirmed,Human,5
2021-08-01,Bungoma,Brucellosis,Lab confirmed,Human,4679
2021-08-01,Busia,Brucellosis,Clinically confirmed,Human,63
2021-08-01,Busia,Brucellosis,Lab confirmed,Human,407
2021-08-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,427
2021-08-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1754
2021-08-01,Embu,Brucellosis,Clinically confirmed,Human,100
2021-08-01,Embu,Brucellosis,Lab confirmed,Human,853
2021-08-01,Garissa,Brucellosis,Clinically confirmed,Human,90
2021-08-01,Garissa,Brucellosis,Lab confirmed,Human,858
2021-08-01,Homa Bay,Brucellosis,Clinically confirmed,Human,225
2021-08-01,Homa Bay,Anthrax,Clinically confirmed,Human,93
2021-08-01,Homa Bay,Brucellosis,Lab confirmed,Human,760
2021-08-01,Isiolo,Brucellosis,Clinically confirmed,Human,127
2021-08-01,Isiolo,Brucellosis,Lab confirmed,Human,245
2021-08-01,Kajiado,Brucellosis,Clinically confirmed,Human,181
2021-08-01,Kajiado,Brucellosis,Lab confirmed,Human,873
2021-08-01,Kakamega,Brucellosis,Clinically confirmed,Human,162
2021-08-01,Kakamega,Brucellosis,Lab confirmed,Human,808
2021-08-01,Kericho,Brucellosis,Clinically confirmed,Human,383
2021-08-01,Kericho,Brucellosis,Lab confirmed,Human,1918
2021-08-01,Kiambu,Brucellosis,Clinically confirmed,Human,115
2021-08-01,Kiambu,Brucellosis,Lab confirmed,Human,815
2021-08-01,Kilifi,Brucellosis,Clinically confirmed,Human,26
2021-08-01,Kilifi,Brucellosis,Lab confirmed,Human,103
2021-08-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,9
2021-08-01,Kirinyaga,Brucellosis,Lab confirmed,Human,138
2021-08-01,Kisii,Brucellosis,Clinically confirmed,Human,629
2021-08-01,Kisii,Anthrax,Clinically confirmed,Human,1
2021-08-01,Kisii,Brucellosis,Lab confirmed,Human,2602
2021-08-01,Kisumu,Brucellosis,Clinically confirmed,Human,97
2021-08-01,Kisumu,Anthrax,Clinically confirmed,Human,51
